instance,num agents,algorithm,length,loops
3999,23,Window8,169,0
3999,23,Window4,172,0
3999,23,Window2,175,1
4000,24,Window8,226,0
4000,24,Window4,224,0
4000,24,Window2,226,0
4001,25,Window8,232,0
4001,25,Window4,230,0
4001,25,Window2,230,0
4002,26,Window8,242,0
4002,26,Window4,251,0
4002,26,Window2,249,0
4003,27,Window8,240,0
4003,27,Window4,250,0
4003,27,Window2,252,0
4004,28,Window8,272,0
4004,28,Window4,266,0
4004,28,Window2,261,0
4005,29,Window8,NA,NA
4005,29,Window4,NA,NA
4005,29,Window2,330,5
4006,30,Window8,NA,NA
4006,30,Window4,327,0
4006,30,Window2,309,0
4007,31,Window8,NA,NA
4007,31,Window4,NA,NA
4007,31,Window2,343,0
4008,32,Window8,NA,NA
4008,32,Window4,348,1
4008,32,Window2,356,3
4009,33,Window8,262,0
4009,33,Window4,269,0
4009,33,Window2,262,0
4010,34,Window8,301,0
4010,34,Window4,314,0
4010,34,Window2,305,0
4011,35,Window8,NA,NA
4011,35,Window4,NA,NA
4011,35,Window2,343,0
4012,36,Window8,NA,NA
4012,36,Window4,NA,NA
4012,36,Window2,NA,NA
4013,37,Window8,NA,NA
4013,37,Window4,NA,NA
4013,37,Window2,NA,NA
4014,38,Window8,NA,NA
4014,38,Window4,NA,NA
4014,38,Window2,NA,NA
4015,39,Window8,NA,NA
4015,39,Window4,NA,NA
4015,39,Window2,NA,NA
4016,40,Window8,NA,NA
4016,40,Window4,NA,NA
4016,40,Window2,NA,NA
4017,2,Window8,19,0
4017,2,Window4,19,0
4017,2,Window2,19,0
4018,3,Window8,19,0
4018,3,Window4,19,0
4018,3,Window2,19,0
4019,4,Window8,28,0
4019,4,Window4,28,0
4019,4,Window2,28,0
4020,5,Window8,36,0
4020,5,Window4,36,0
4020,5,Window2,46,0
4021,6,Window8,60,0
4021,6,Window4,60,0
4021,6,Window2,60,0
4022,7,Window8,54,0
4022,7,Window4,55,0
4022,7,Window2,55,0
4023,8,Window8,89,0
4023,8,Window4,92,0
4023,8,Window2,91,0
4024,9,Window8,83,0
4024,9,Window4,83,0
4024,9,Window2,84,0
4025,10,Window8,88,0
4025,10,Window4,89,0
4025,10,Window2,88,0
4026,11,Window8,85,0
4026,11,Window4,89,0
4026,11,Window2,91,0
4027,12,Window8,104,0
4027,12,Window4,103,0
4027,12,Window2,103,0
4028,13,Window8,142,0
4028,13,Window4,143,0
4028,13,Window2,143,0
4029,14,Window8,121,0
4029,14,Window4,121,0
4029,14,Window2,121,0
4030,15,Window8,135,0
4030,15,Window4,134,0
4030,15,Window2,129,0
4031,16,Window8,113,0
4031,16,Window4,115,0
4031,16,Window2,116,0
4032,17,Window8,148,0
4032,17,Window4,148,0
4032,17,Window2,149,0
4033,18,Window8,192,0
4033,18,Window4,191,0
4033,18,Window2,195,0
4034,19,Window8,148,0
4034,19,Window4,149,0
4034,19,Window2,151,0
4035,20,Window8,160,0
4035,20,Window4,158,0
4035,20,Window2,159,0
4036,21,Window8,193,0
4036,21,Window4,191,0
4036,21,Window2,192,0
4037,22,Window8,200,0
4037,22,Window4,209,0
4037,22,Window2,201,0
4038,23,Window8,230,0
4038,23,Window4,230,0
4038,23,Window2,220,0
4039,24,Window8,232,0
4039,24,Window4,224,0
4039,24,Window2,229,0
4040,25,Window8,239,0
4040,25,Window4,239,0
4040,25,Window2,236,1
4041,26,Window8,220,0
4041,26,Window4,227,0
4041,26,Window2,226,0
4042,27,Window8,261,0
4042,27,Window4,270,1
4042,27,Window2,NA,NA
4043,28,Window8,255,0
4043,28,Window4,258,0
4043,28,Window2,267,0
4044,29,Window8,251,0
4044,29,Window4,249,0
4044,29,Window2,254,0
4045,30,Window8,NA,NA
4045,30,Window4,307,1
4045,30,Window2,306,0
4046,31,Window8,271,1
4046,31,Window4,262,0
4046,31,Window2,276,0
4047,32,Window8,256,0
4047,32,Window4,253,0
4047,32,Window2,256,1
4048,33,Window8,307,0
4048,33,Window4,314,0
4048,33,Window2,323,0
4049,34,Window8,NA,NA
4049,34,Window4,NA,NA
4049,34,Window2,NA,NA
4050,35,Window8,NA,NA
4050,35,Window4,NA,NA
4050,35,Window2,339,1
4051,36,Window8,NA,NA
4051,36,Window4,NA,NA
4051,36,Window2,NA,NA
4052,37,Window8,NA,NA
4052,37,Window4,NA,NA
4052,37,Window2,363,1
4053,38,Window8,NA,NA
4053,38,Window4,NA,NA
4053,38,Window2,NA,NA
4054,39,Window8,NA,NA
4054,39,Window4,NA,NA
4054,39,Window2,NA,NA
4055,40,Window8,NA,NA
4055,40,Window4,NA,NA
4055,40,Window2,368,0
4056,2,Window8,10,0
4056,2,Window4,10,0
4056,2,Window2,10,0
4057,3,Window8,17,0
4057,3,Window4,17,0
4057,3,Window2,17,0
4058,4,Window8,18,0
4058,4,Window4,18,0
4058,4,Window2,18,0
4059,5,Window8,48,0
4059,5,Window4,48,0
4059,5,Window2,48,0
4060,6,Window8,64,0
4060,6,Window4,64,0
4060,6,Window2,64,0
4061,7,Window8,51,0
4061,7,Window4,52,0
4061,7,Window2,52,0
4062,8,Window8,75,0
4062,8,Window4,75,0
4062,8,Window2,78,0
4063,9,Window8,60,0
4063,9,Window4,60,0
4063,9,Window2,60,0
4064,10,Window8,88,0
4064,10,Window4,88,0
4064,10,Window2,88,0
4065,11,Window8,96,0
4065,11,Window4,95,0
4065,11,Window2,95,0
4066,12,Window8,110,1
4066,12,Window4,108,0
4066,12,Window2,108,0
4067,13,Window8,110,0
4067,13,Window4,110,0
4067,13,Window2,113,0
4068,14,Window8,126,0
4068,14,Window4,126,0
4068,14,Window2,127,0
4069,15,Window8,120,0
4069,15,Window4,121,0
4069,15,Window2,121,0
4070,16,Window8,150,0
4070,16,Window4,150,0
4070,16,Window2,149,0
4071,17,Window8,138,0
4071,17,Window4,139,0
4071,17,Window2,144,0
4072,18,Window8,165,0
4072,18,Window4,168,0
4072,18,Window2,170,0
4073,19,Window8,192,0
4073,19,Window4,181,0
4073,19,Window2,188,0
4074,20,Window8,193,0
4074,20,Window4,189,0
4074,20,Window2,199,0
4075,21,Window8,191,0
4075,21,Window4,191,0
4075,21,Window2,193,0
4076,22,Window8,205,0
4076,22,Window4,210,1
4076,22,Window2,209,0
4077,23,Window8,212,0
4077,23,Window4,224,0
4077,23,Window2,229,0
4078,24,Window8,244,0
4078,24,Window4,246,0
4078,24,Window2,258,0
4079,25,Window8,270,0
4079,25,Window4,274,0
4079,25,Window2,267,0
4080,26,Window8,210,0
4080,26,Window4,217,0
4080,26,Window2,227,0
4081,27,Window8,249,0
4081,27,Window4,251,0
4081,27,Window2,253,0
4082,28,Window8,265,0
4082,28,Window4,257,0
4082,28,Window2,261,0
4083,29,Window8,275,0
4083,29,Window4,264,0
4083,29,Window2,264,0
4084,30,Window8,290,0
4084,30,Window4,298,1
4084,30,Window2,300,0
4085,31,Window8,NA,NA
4085,31,Window4,308,0
4085,31,Window2,302,0
4086,32,Window8,277,0
4086,32,Window4,276,0
4086,32,Window2,285,0
4087,33,Window8,NA,NA
4087,33,Window4,342,0
4087,33,Window2,332,3
4088,34,Window8,NA,NA
4088,34,Window4,NA,NA
4088,34,Window2,341,3
4089,35,Window8,NA,NA
4089,35,Window4,327,0
4089,35,Window2,328,0
4090,36,Window8,NA,NA
4090,36,Window4,NA,NA
4090,36,Window2,355,0
4091,37,Window8,NA,NA
4091,37,Window4,NA,NA
4091,37,Window2,NA,NA
4092,38,Window8,NA,NA
4092,38,Window4,NA,NA
4092,38,Window2,348,0
4093,39,Window8,NA,NA
4093,39,Window4,NA,NA
4093,39,Window2,NA,NA
4094,40,Window8,NA,NA
4094,40,Window4,NA,NA
4094,40,Window2,NA,NA
4095,2,Window8,14,0
4095,2,Window4,14,0
4095,2,Window2,14,0
4096,3,Window8,27,0
4096,3,Window4,27,0
4096,3,Window2,27,0
4097,4,Window8,37,0
4097,4,Window4,37,0
4097,4,Window2,37,0
4098,5,Window8,33,0
4098,5,Window4,33,0
4098,5,Window2,33,0
4099,6,Window8,44,0
4099,6,Window4,44,0
4099,6,Window2,44,0
4100,7,Window8,57,0
4100,7,Window4,57,0
4100,7,Window2,57,0
4101,8,Window8,60,0
4101,8,Window4,60,0
4101,8,Window2,61,0
4102,9,Window8,83,0
4102,9,Window4,83,0
4102,9,Window2,79,0
4103,10,Window8,104,0
4103,10,Window4,102,0
4103,10,Window2,102,0
4104,11,Window8,84,0
4104,11,Window4,84,0
4104,11,Window2,84,0
4105,12,Window8,134,0
4105,12,Window4,135,0
4105,12,Window2,137,0
4106,13,Window8,99,0
4106,13,Window4,98,0
4106,13,Window2,98,0
4107,14,Window8,142,0
4107,14,Window4,145,0
4107,14,Window2,146,0
4108,15,Window8,120,0
4108,15,Window4,127,0
4108,15,Window2,131,0
4109,16,Window8,141,0
4109,16,Window4,146,0
4109,16,Window2,140,0
4110,17,Window8,135,0
4110,17,Window4,136,0
4110,17,Window2,137,0
4111,18,Window8,152,0
4111,18,Window4,152,0
4111,18,Window2,155,0
4112,19,Window8,159,0
4112,19,Window4,165,1
4112,19,Window2,167,0
4113,20,Window8,174,0
4113,20,Window4,177,0
4113,20,Window2,177,0
4114,21,Window8,197,2
4114,21,Window4,189,0
4114,21,Window2,194,0
4115,22,Window8,176,1
4115,22,Window4,184,0
4115,22,Window2,179,0
4116,23,Window8,190,0
4116,23,Window4,211,0
4116,23,Window2,197,0
4117,24,Window8,218,0
4117,24,Window4,228,0
4117,24,Window2,229,1
4118,25,Window8,227,0
4118,25,Window4,226,0
4118,25,Window2,224,0
4119,26,Window8,211,0
4119,26,Window4,221,0
4119,26,Window2,228,0
4120,27,Window8,272,0
4120,27,Window4,260,0
4120,27,Window2,260,0
4121,28,Window8,262,0
4121,28,Window4,267,0
4121,28,Window2,273,1
4122,29,Window8,268,0
4122,29,Window4,273,0
4122,29,Window2,271,0
4123,30,Window8,NA,NA
4123,30,Window4,NA,NA
4123,30,Window2,324,3
4124,31,Window8,283,0
4124,31,Window4,306,0
4124,31,Window2,293,0
4125,32,Window8,NA,NA
4125,32,Window4,NA,NA
4125,32,Window2,326,2
4126,33,Window8,NA,NA
4126,33,Window4,NA,NA
4126,33,Window2,306,0
4127,34,Window8,NA,NA
4127,34,Window4,NA,NA
4127,34,Window2,NA,NA
4128,35,Window8,NA,NA
4128,35,Window4,NA,NA
4128,35,Window2,NA,NA
4129,36,Window8,NA,NA
4129,36,Window4,NA,NA
4129,36,Window2,322,0
4130,37,Window8,NA,NA
4130,37,Window4,NA,NA
4130,37,Window2,NA,NA
4131,38,Window8,NA,NA
4131,38,Window4,NA,NA
4131,38,Window2,369,0
4132,39,Window8,NA,NA
4132,39,Window4,NA,NA
4132,39,Window2,394,0
4133,40,Window8,NA,NA
4133,40,Window4,NA,NA
4133,40,Window2,NA,NA
4134,2,Window8,16,0
4134,2,Window4,16,0
4134,2,Window2,16,0
4135,3,Window8,26,0
4135,3,Window4,26,0
4135,3,Window2,26,0
4136,4,Window8,49,0
4136,4,Window4,49,0
4136,4,Window2,49,0
4137,5,Window8,35,0
4137,5,Window4,35,0
4137,5,Window2,35,0
4138,6,Window8,68,0
4138,6,Window4,67,0
4138,6,Window2,67,0
4139,7,Window8,57,0
4139,7,Window4,56,0
4139,7,Window2,56,0
4140,8,Window8,84,0
4140,8,Window4,87,0
4140,8,Window2,85,0
4141,9,Window8,71,0
4141,9,Window4,71,0
4141,9,Window2,71,0
4142,10,Window8,85,0
4142,10,Window4,88,0
4142,10,Window2,85,0
4143,11,Window8,113,0
4143,11,Window4,112,0
4143,11,Window2,115,0
4144,12,Window8,108,0
4144,12,Window4,108,0
4144,12,Window2,108,0
4145,13,Window8,129,0
4145,13,Window4,129,0
4145,13,Window2,128,0
4146,14,Window8,143,0
4146,14,Window4,148,0
4146,14,Window2,156,2
4147,15,Window8,155,0
4147,15,Window4,150,0
4147,15,Window2,158,0
4148,16,Window8,125,0
4148,16,Window4,126,0
4148,16,Window2,128,0
4149,17,Window8,187,0
4149,17,Window4,189,0
4149,17,Window2,189,0
4150,18,Window8,160,0
4150,18,Window4,158,0
4150,18,Window2,160,0
4151,19,Window8,174,0
4151,19,Window4,177,0
4151,19,Window2,193,1
4152,20,Window8,160,0
4152,20,Window4,163,0
4152,20,Window2,163,0
4153,21,Window8,169,0
4153,21,Window4,172,0
4153,21,Window2,170,0
4154,22,Window8,189,0
4154,22,Window4,194,0
4154,22,Window2,182,0
4155,23,Window8,212,0
4155,23,Window4,210,0
4155,23,Window2,211,0
4156,24,Window8,226,0
4156,24,Window4,217,0
4156,24,Window2,220,0
4157,25,Window8,235,0
4157,25,Window4,242,0
4157,25,Window2,242,0
4158,26,Window8,221,1
4158,26,Window4,229,0
4158,26,Window2,236,0
4159,27,Window8,282,0
4159,27,Window4,285,0
4159,27,Window2,296,0
4160,28,Window8,269,0
4160,28,Window4,276,0
4160,28,Window2,273,0
4161,29,Window8,236,0
4161,29,Window4,239,0
4161,29,Window2,244,0
4162,30,Window8,NA,NA
4162,30,Window4,308,0
4162,30,Window2,303,1
4163,31,Window8,NA,NA
4163,31,Window4,285,0
4163,31,Window2,279,0
4164,32,Window8,273,0
4164,32,Window4,270,0
4164,32,Window2,276,0
4165,33,Window8,311,0
4165,33,Window4,325,0
4165,33,Window2,314,1
4166,34,Window8,NA,NA
4166,34,Window4,NA,NA
4166,34,Window2,NA,NA
4167,35,Window8,NA,NA
4167,35,Window4,327,0
4167,35,Window2,336,3
4168,36,Window8,NA,NA
4168,36,Window4,NA,NA
4168,36,Window2,358,1
4169,37,Window8,NA,NA
4169,37,Window4,338,1
4169,37,Window2,NA,NA
4170,38,Window8,NA,NA
4170,38,Window4,NA,NA
4170,38,Window2,NA,NA
4171,39,Window8,NA,NA
4171,39,Window4,NA,NA
4171,39,Window2,NA,NA
4172,40,Window8,NA,NA
4172,40,Window4,NA,NA
4172,40,Window2,342,0
4173,2,Window8,11,0
4173,2,Window4,11,0
4173,2,Window2,11,0
4174,3,Window8,35,0
4174,3,Window4,35,0
4174,3,Window2,35,0
4175,4,Window8,36,0
4175,4,Window4,36,0
4175,4,Window2,36,0
4176,5,Window8,50,0
4176,5,Window4,50,0
4176,5,Window2,50,0
4177,6,Window8,52,0
4177,6,Window4,52,0
4177,6,Window2,52,0
4178,7,Window8,84,0
4178,7,Window4,84,0
4178,7,Window2,84,0
4179,8,Window8,62,0
4179,8,Window4,55,0
4179,8,Window2,56,0
4180,9,Window8,75,0
4180,9,Window4,75,0
4180,9,Window2,75,0
4181,10,Window8,72,0
4181,10,Window4,72,0
4181,10,Window2,76,0
4182,11,Window8,100,0
4182,11,Window4,101,0
4182,11,Window2,102,0
4183,12,Window8,127,0
4183,12,Window4,125,0
4183,12,Window2,124,0
4184,13,Window8,113,0
4184,13,Window4,109,0
4184,13,Window2,110,0
4185,14,Window8,132,0
4185,14,Window4,131,0
4185,14,Window2,139,0
4186,15,Window8,136,0
4186,15,Window4,139,0
4186,15,Window2,141,0
4187,16,Window8,130,0
4187,16,Window4,125,0
4187,16,Window2,125,0
4188,17,Window8,170,0
4188,17,Window4,169,0
4188,17,Window2,166,0
4189,18,Window8,148,0
4189,18,Window4,150,0
4189,18,Window2,140,0
4190,19,Window8,147,0
4190,19,Window4,160,0
4190,19,Window2,147,0
4191,20,Window8,182,1
4191,20,Window4,NA,NA
4191,20,Window2,NA,NA
4192,21,Window8,177,0
4192,21,Window4,181,1
4192,21,Window2,181,0
4193,22,Window8,205,0
4193,22,Window4,215,0
4193,22,Window2,218,0
4194,23,Window8,233,0
4194,23,Window4,230,0
4194,23,Window2,232,0
4195,24,Window8,271,1
4195,24,Window4,277,1
4195,24,Window2,287,1
4196,25,Window8,257,0
4196,25,Window4,256,0
4196,25,Window2,NA,NA
4197,26,Window8,212,0
4197,26,Window4,213,0
4197,26,Window2,214,0
4198,27,Window8,250,0
4198,27,Window4,253,0
4198,27,Window2,256,0
4199,28,Window8,238,0
4199,28,Window4,243,1
4199,28,Window2,243,0
4200,29,Window8,304,0
4200,29,Window4,305,0
4200,29,Window2,311,0
4201,30,Window8,265,0
4201,30,Window4,263,0
4201,30,Window2,261,0
4202,31,Window8,258,0
4202,31,Window4,257,0
4202,31,Window2,270,1
4203,32,Window8,NA,NA
4203,32,Window4,315,1
4203,32,Window2,328,0
4204,33,Window8,NA,NA
4204,33,Window4,321,0
4204,33,Window2,326,0
4205,34,Window8,NA,NA
4205,34,Window4,342,0
4205,34,Window2,338,0
4206,35,Window8,NA,NA
4206,35,Window4,NA,NA
4206,35,Window2,NA,NA
4207,36,Window8,NA,NA
4207,36,Window4,304,0
4207,36,Window2,310,1
4208,37,Window8,NA,NA
4208,37,Window4,NA,NA
4208,37,Window2,NA,NA
4209,38,Window8,NA,NA
4209,38,Window4,NA,NA
4209,38,Window2,370,1
4210,39,Window8,NA,NA
4210,39,Window4,NA,NA
4210,39,Window2,377,0
4211,40,Window8,NA,NA
4211,40,Window4,NA,NA
4211,40,Window2,NA,NA
4212,2,Window8,6,0
4212,2,Window4,6,0
4212,2,Window2,6,0
4213,3,Window8,30,0
4213,3,Window4,30,0
4213,3,Window2,30,0
4214,4,Window8,22,0
4214,4,Window4,22,0
4214,4,Window2,22,0
4215,5,Window8,43,0
4215,5,Window4,43,0
4215,5,Window2,43,0
4216,6,Window8,63,0
4216,6,Window4,63,0
4216,6,Window2,63,0
4217,7,Window8,60,0
4217,7,Window4,60,0
4217,7,Window2,60,0
4218,8,Window8,63,0
4218,8,Window4,63,0
4218,8,Window2,63,0
4219,9,Window8,67,0
4219,9,Window4,69,0
4219,9,Window2,79,0
4220,10,Window8,99,0
4220,10,Window4,96,0
4220,10,Window2,96,0
4221,11,Window8,73,0
4221,11,Window4,76,0
4221,11,Window2,74,0
4222,12,Window8,100,0
4222,12,Window4,100,0
4222,12,Window2,100,0
4223,13,Window8,110,0
4223,13,Window4,114,0
4223,13,Window2,122,0
4224,14,Window8,119,0
4224,14,Window4,119,0
4224,14,Window2,118,0
4225,15,Window8,147,0
4225,15,Window4,143,0
4225,15,Window2,149,0
4226,16,Window8,122,0
4226,16,Window4,123,0
4226,16,Window2,123,0
4227,17,Window8,172,0
4227,17,Window4,171,0
4227,17,Window2,171,0
4228,18,Window8,162,0
4228,18,Window4,165,0
4228,18,Window2,163,0
4229,19,Window8,172,0
4229,19,Window4,164,0
4229,19,Window2,174,0
4230,20,Window8,165,0
4230,20,Window4,169,0
4230,20,Window2,178,0
4231,21,Window8,213,0
4231,21,Window4,211,1
4231,21,Window2,213,0
4232,22,Window8,174,0
4232,22,Window4,184,0
4232,22,Window2,184,0
4233,23,Window8,213,0
4233,23,Window4,222,0
4233,23,Window2,226,0
4234,24,Window8,207,0
4234,24,Window4,204,0
4234,24,Window2,213,0
4235,25,Window8,223,0
4235,25,Window4,228,0
4235,25,Window2,224,0
4236,26,Window8,251,0
4236,26,Window4,250,0
4236,26,Window2,257,0
4237,27,Window8,270,0
4237,27,Window4,268,0
4237,27,Window2,265,0
4238,28,Window8,252,1
4238,28,Window4,251,0
4238,28,Window2,251,0
4239,29,Window8,265,0
4239,29,Window4,275,0
4239,29,Window2,289,0
4240,30,Window8,320,0
4240,30,Window4,328,0
4240,30,Window2,334,0
4241,31,Window8,NA,NA
4241,31,Window4,289,0
4241,31,Window2,300,0
4242,32,Window8,292,0
4242,32,Window4,307,1
4242,32,Window2,NA,NA
4243,33,Window8,NA,NA
4243,33,Window4,NA,NA
4243,33,Window2,309,1
4244,34,Window8,NA,NA
4244,34,Window4,NA,NA
4244,34,Window2,NA,NA
4245,35,Window8,310,0
4245,35,Window4,328,0
4245,35,Window2,318,0
4246,36,Window8,315,0
4246,36,Window4,322,0
4246,36,Window2,314,0
4247,37,Window8,NA,NA
4247,37,Window4,NA,NA
4247,37,Window2,342,0
4248,38,Window8,NA,NA
4248,38,Window4,NA,NA
4248,38,Window2,NA,NA
4249,39,Window8,NA,NA
4249,39,Window4,NA,NA
4249,39,Window2,NA,NA
4250,40,Window8,NA,NA
4250,40,Window4,NA,NA
4250,40,Window2,NA,NA
4251,2,Window8,22,0
4251,2,Window4,22,0
4251,2,Window2,22,0
4252,3,Window8,27,0
4252,3,Window4,27,0
4252,3,Window2,27,0
4253,4,Window8,43,0
4253,4,Window4,43,0
4253,4,Window2,43,0
4254,5,Window8,32,0
4254,5,Window4,32,0
4254,5,Window2,32,0
4255,6,Window8,49,0
4255,6,Window4,49,0
4255,6,Window2,49,0
4256,7,Window8,52,0
4256,7,Window4,52,0
4256,7,Window2,52,0
4257,8,Window8,75,0
4257,8,Window4,75,0
4257,8,Window2,75,0
4258,9,Window8,99,0
4258,9,Window4,107,0
4258,9,Window2,106,0
4259,10,Window8,83,0
4259,10,Window4,83,0
4259,10,Window2,84,0
4260,11,Window8,110,0
4260,11,Window4,110,0
4260,11,Window2,110,0
4261,12,Window8,103,0
4261,12,Window4,105,0
4261,12,Window2,106,0
4262,13,Window8,109,0
4262,13,Window4,109,0
4262,13,Window2,109,0
4263,14,Window8,114,0
4263,14,Window4,113,0
4263,14,Window2,113,0
4264,15,Window8,128,0
4264,15,Window4,127,0
4264,15,Window2,122,0
4265,16,Window8,172,0
4265,16,Window4,176,0
4265,16,Window2,176,0
4266,17,Window8,137,0
4266,17,Window4,133,0
4266,17,Window2,131,1
4267,18,Window8,171,0
4267,18,Window4,161,0
4267,18,Window2,156,0
4268,19,Window8,172,0
4268,19,Window4,169,0
4268,19,Window2,170,0
4269,20,Window8,167,0
4269,20,Window4,164,0
4269,20,Window2,162,0
4270,21,Window8,221,0
4270,21,Window4,208,0
4270,21,Window2,210,0
4271,22,Window8,166,0
4271,22,Window4,170,0
4271,22,Window2,167,0
4272,23,Window8,203,0
4272,23,Window4,209,0
4272,23,Window2,208,0
4273,24,Window8,205,0
4273,24,Window4,201,0
4273,24,Window2,204,0
4274,25,Window8,269,0
4274,25,Window4,268,0
4274,25,Window2,265,0
4275,26,Window8,209,0
4275,26,Window4,214,0
4275,26,Window2,205,0
4276,27,Window8,274,0
4276,27,Window4,275,1
4276,27,Window2,267,0
4277,28,Window8,248,0
4277,28,Window4,250,0
4277,28,Window2,253,0
4278,29,Window8,252,0
4278,29,Window4,258,0
4278,29,Window2,256,0
4279,30,Window8,291,0
4279,30,Window4,277,0
4279,30,Window2,276,1
4280,31,Window8,278,0
4280,31,Window4,293,0
4280,31,Window2,286,1
4281,32,Window8,NA,NA
4281,32,Window4,NA,NA
4281,32,Window2,NA,NA
4282,33,Window8,NA,NA
4282,33,Window4,306,0
4282,33,Window2,323,0
4283,34,Window8,NA,NA
4283,34,Window4,303,0
4283,34,Window2,305,0
4284,35,Window8,NA,NA
4284,35,Window4,316,0
4284,35,Window2,326,0
4285,36,Window8,NA,NA
4285,36,Window4,NA,NA
4285,36,Window2,NA,NA
4286,37,Window8,NA,NA
4286,37,Window4,NA,NA
4286,37,Window2,339,1
4287,38,Window8,NA,NA
4287,38,Window4,NA,NA
4287,38,Window2,NA,NA
4288,39,Window8,NA,NA
4288,39,Window4,NA,NA
4288,39,Window2,NA,NA
4289,40,Window8,NA,NA
4289,40,Window4,NA,NA
4289,40,Window2,NA,NA
4290,2,Window8,14,0
4290,2,Window4,14,0
4290,2,Window2,14,0
4291,3,Window8,36,0
4291,3,Window4,36,0
4291,3,Window2,36,0
4292,4,Window8,28,0
4292,4,Window4,28,0
4292,4,Window2,28,0
4293,5,Window8,48,0
4293,5,Window4,48,0
4293,5,Window2,48,0
4294,6,Window8,66,0
4294,6,Window4,66,0
4294,6,Window2,66,0
4295,7,Window8,68,0
4295,7,Window4,68,0
4295,7,Window2,69,0
4296,8,Window8,58,0
4296,8,Window4,58,0
4296,8,Window2,58,0
4297,9,Window8,82,0
4297,9,Window4,74,0
4297,9,Window2,74,0
4298,10,Window8,85,0
4298,10,Window4,85,0
4298,10,Window2,85,0
4299,11,Window8,83,0
4299,11,Window4,83,0
4299,11,Window2,84,0
4300,12,Window8,109,0
4300,12,Window4,115,0
4300,12,Window2,110,0
4301,13,Window8,121,0
4301,13,Window4,113,0
4301,13,Window2,118,0
4302,14,Window8,115,0
4302,14,Window4,114,0
4302,14,Window2,115,0
4303,15,Window8,142,0
4303,15,Window4,142,1
4303,15,Window2,142,0
4304,16,Window8,145,0
4304,16,Window4,151,0
4304,16,Window2,152,0
4305,17,Window8,134,0
4305,17,Window4,135,0
4305,17,Window2,135,0
4306,18,Window8,174,0
4306,18,Window4,175,0
4306,18,Window2,174,0
4307,19,Window8,200,0
4307,19,Window4,202,0
4307,19,Window2,202,0
4308,20,Window8,151,0
4308,20,Window4,154,0
4308,20,Window2,161,0
4309,21,Window8,169,0
4309,21,Window4,168,0
4309,21,Window2,170,0
4310,22,Window8,NA,NA
4310,22,Window4,NA,NA
4310,22,Window2,NA,NA
4311,23,Window8,212,0
4311,23,Window4,206,0
4311,23,Window2,209,0
4312,24,Window8,224,0
4312,24,Window4,221,0
4312,24,Window2,222,1
4313,25,Window8,194,0
4313,25,Window4,199,0
4313,25,Window2,204,0
4314,26,Window8,226,0
4314,26,Window4,223,1
4314,26,Window2,NA,NA
4315,27,Window8,245,0
4315,27,Window4,242,0
4315,27,Window2,242,0
4316,28,Window8,255,0
4316,28,Window4,259,0
4316,28,Window2,260,0
4317,29,Window8,274,0
4317,29,Window4,297,0
4317,29,Window2,300,2
4318,30,Window8,239,0
4318,30,Window4,244,0
4318,30,Window2,235,0
4319,31,Window8,NA,NA
4319,31,Window4,306,0
4319,31,Window2,301,1
4320,32,Window8,NA,NA
4320,32,Window4,308,0
4320,32,Window2,301,0
4321,33,Window8,301,0
4321,33,Window4,311,0
4321,33,Window2,303,0
4322,34,Window8,NA,NA
4322,34,Window4,NA,NA
4322,34,Window2,NA,NA
4323,35,Window8,NA,NA
4323,35,Window4,NA,NA
4323,35,Window2,339,0
4324,36,Window8,NA,NA
4324,36,Window4,NA,NA
4324,36,Window2,NA,NA
4325,37,Window8,NA,NA
4325,37,Window4,NA,NA
4325,37,Window2,NA,NA
4326,38,Window8,NA,NA
4326,38,Window4,NA,NA
4326,38,Window2,NA,NA
4327,39,Window8,NA,NA
4327,39,Window4,NA,NA
4327,39,Window2,NA,NA
4328,40,Window8,NA,NA
4328,40,Window4,NA,NA
4328,40,Window2,NA,NA
4329,2,Window8,13,0
4329,2,Window4,13,0
4329,2,Window2,13,0
4330,3,Window8,22,0
4330,3,Window4,22,0
4330,3,Window2,22,0
4331,4,Window8,40,0
4331,4,Window4,40,0
4331,4,Window2,40,0
4332,5,Window8,37,0
4332,5,Window4,37,0
4332,5,Window2,37,0
4333,6,Window8,38,0
4333,6,Window4,38,0
4333,6,Window2,38,0
4334,7,Window8,55,0
4334,7,Window4,55,0
4334,7,Window2,55,0
4335,8,Window8,85,0
4335,8,Window4,82,0
4335,8,Window2,82,0
4336,9,Window8,73,0
4336,9,Window4,73,0
4336,9,Window2,73,0
4337,10,Window8,103,0
4337,10,Window4,102,0
4337,10,Window2,103,0
4338,11,Window8,98,0
4338,11,Window4,105,0
4338,11,Window2,105,0
4339,12,Window8,120,1
4339,12,Window4,120,0
4339,12,Window2,112,0
4340,13,Window8,116,0
4340,13,Window4,110,0
4340,13,Window2,110,0
4341,14,Window8,108,0
4341,14,Window4,110,0
4341,14,Window2,108,0
4342,15,Window8,129,0
4342,15,Window4,138,0
4342,15,Window2,138,0
4343,16,Window8,168,0
4343,16,Window4,175,0
4343,16,Window2,176,0
4344,17,Window8,153,0
4344,17,Window4,157,0
4344,17,Window2,157,1
4345,18,Window8,162,0
4345,18,Window4,163,0
4345,18,Window2,164,0
4346,19,Window8,164,0
4346,19,Window4,164,0
4346,19,Window2,168,0
4347,20,Window8,197,0
4347,20,Window4,197,1
