instance,num agents,algorithm,length,loops
158,4,Base,39,0
158,4,Plus,39,0
158,4,Window8,39,0
158,4,Window4,39,0
158,4,Window2,39,0
159,5,ODID,49,0
159,5,Naive,49,0
159,5,Base,49,0
159,5,Plus,49,0
159,5,Window8,49,0
159,5,Window4,49,0
159,5,Window2,49,0
160,6,ODID,44,0
160,6,Naive,44,0
160,6,Base,44,0
160,6,Plus,44,0
160,6,Window8,44,0
160,6,Window4,44,0
160,6,Window2,44,0
161,7,ODID,47,0
161,7,Naive,47,0
161,7,Base,47,0
161,7,Plus,47,0
161,7,Window8,47,0
161,7,Window4,47,0
161,7,Window2,47,0
162,8,ODID,58,0
162,8,Naive,59,0
162,8,Base,58,0
162,8,Plus,58,0
162,8,Window8,59,0
162,8,Window4,58,0
162,8,Window2,58,0
163,9,ODID,95,0
163,9,Naive,71,0
163,9,Base,71,0
163,9,Plus,71,0
163,9,Window8,88,0
163,9,Window4,87,0
163,9,Window2,87,0
164,10,ODID,103,0
164,10,Naive,103,0
164,10,Base,103,0
164,10,Plus,103,0
164,10,Window8,103,0
164,10,Window4,103,0
164,10,Window2,104,0
165,11,ODID,98,0
165,11,Naive,96,0
165,11,Base,96,0
165,11,Plus,96,0
165,11,Window8,98,0
165,11,Window4,96,0
165,11,Window2,96,0
166,12,ODID,81,0
166,12,Naive,80,0
166,12,Base,81,0
166,12,Plus,81,0
166,12,Window8,80,0
166,12,Window4,81,0
166,12,Window2,81,0
167,13,ODID,NA,NA
167,13,Naive,108,0
167,13,Base,106,0
167,13,Plus,106,0
167,13,Window8,107,0
167,13,Window4,108,0
167,13,Window2,112,0
168,14,ODID,127,0
168,14,Naive,NA,NA
168,14,Base,121,0
168,14,Plus,121,0
168,14,Window8,127,0
168,14,Window4,127,0
168,14,Window2,127,0
169,15,ODID,NA,NA
169,15,Naive,NA,NA
169,15,Base,118,0
169,15,Plus,118,0
169,15,Window8,120,0
169,15,Window4,129,0
169,15,Window2,125,0
170,16,ODID,NA,NA
170,16,Naive,NA,NA
170,16,Base,141,0
170,16,Plus,141,0
170,16,Window8,142,0
170,16,Window4,141,0
170,16,Window2,141,0
171,17,ODID,NA,NA
171,17,Naive,NA,NA
171,17,Base,142,0
171,17,Plus,142,0
171,17,Window8,150,0
171,17,Window4,151,0
171,17,Window2,150,0
172,18,ODID,NA,NA
172,18,Naive,NA,NA
172,18,Base,NA,NA
172,18,Plus,NA,NA
172,18,Window8,161,0
172,18,Window4,160,0
172,18,Window2,160,2
173,19,ODID,172,0
173,19,Naive,NA,NA
173,19,Base,155,0
173,19,Plus,155,0
173,19,Window8,166,0
173,19,Window4,166,0
173,19,Window2,166,0
174,20,ODID,NA,NA
174,20,Naive,NA,NA
174,20,Base,172,0
174,20,Plus,172,0
174,20,Window8,181,0
174,20,Window4,176,0
174,20,Window2,176,0
175,21,ODID,NA,NA
175,21,Naive,NA,NA
175,21,Base,209,0
175,21,Plus,209,0
175,21,Window8,216,0
175,21,Window4,216,0
175,21,Window2,214,0
176,22,ODID,NA,NA
176,22,Naive,NA,NA
176,22,Base,179,0
176,22,Plus,179,0
176,22,Window8,196,0
176,22,Window4,196,0
176,22,Window2,197,0
177,23,ODID,NA,NA
177,23,Naive,NA,NA
177,23,Base,230,0
177,23,Plus,230,0
177,23,Window8,242,0
177,23,Window4,244,0
177,23,Window2,242,0
178,24,ODID,NA,NA
178,24,Naive,NA,NA
178,24,Base,NA,NA
178,24,Plus,NA,NA
178,24,Window8,232,0
178,24,Window4,252,0
178,24,Window2,254,1
179,25,ODID,NA,NA
179,25,Naive,NA,NA
179,25,Base,220,0
179,25,Plus,219,0
179,25,Window8,229,0
179,25,Window4,231,0
179,25,Window2,230,0
180,26,ODID,NA,NA
180,26,Naive,NA,NA
180,26,Base,223,0
180,26,Plus,223,0
180,26,Window8,228,0
180,26,Window4,239,0
180,26,Window2,240,0
181,27,ODID,NA,NA
181,27,Naive,NA,NA
181,27,Base,250,0
181,27,Plus,253,0
181,27,Window8,258,0
181,27,Window4,252,0
181,27,Window2,258,3
182,28,ODID,NA,NA
182,28,Naive,NA,NA
182,28,Base,NA,NA
182,28,Plus,NA,NA
182,28,Window8,NA,NA
182,28,Window4,296,0
182,28,Window2,319,1
183,29,ODID,NA,NA
183,29,Naive,NA,NA
183,29,Base,NA,NA
183,29,Plus,NA,NA
183,29,Window8,279,0
183,29,Window4,284,0
183,29,Window2,286,1
184,30,ODID,NA,NA
184,30,Naive,NA,NA
184,30,Base,NA,NA
184,30,Plus,NA,NA
184,30,Window8,NA,NA
184,30,Window4,319,0
184,30,Window2,313,0
185,31,ODID,NA,NA
185,31,Naive,NA,NA
185,31,Base,NA,NA
185,31,Plus,NA,NA
185,31,Window8,NA,NA
185,31,Window4,302,0
185,31,Window2,305,0
186,32,ODID,NA,NA
186,32,Naive,NA,NA
186,32,Base,NA,NA
186,32,Plus,NA,NA
186,32,Window8,NA,NA
186,32,Window4,NA,NA
186,32,Window2,345,1
187,33,ODID,NA,NA
187,33,Naive,NA,NA
187,33,Base,NA,NA
187,33,Plus,NA,NA
187,33,Window8,NA,NA
187,33,Window4,NA,NA
187,33,Window2,337,0
188,34,ODID,NA,NA
188,34,Naive,NA,NA
188,34,Base,NA,NA
188,34,Plus,NA,NA
188,34,Window8,NA,NA
188,34,Window4,332,1
188,34,Window2,333,0
189,35,ODID,NA,NA
189,35,Naive,NA,NA
189,35,Base,NA,NA
189,35,Plus,NA,NA
189,35,Window8,NA,NA
189,35,Window4,319,0
189,35,Window2,319,0
190,36,ODID,NA,NA
190,36,Naive,NA,NA
190,36,Base,NA,NA
190,36,Plus,NA,NA
190,36,Window8,NA,NA
190,36,Window4,324,0
190,36,Window2,329,0
191,37,ODID,NA,NA
191,37,Naive,NA,NA
191,37,Base,NA,NA
191,37,Plus,NA,NA
191,37,Window8,NA,NA
191,37,Window4,NA,NA
191,37,Window2,NA,NA
192,38,ODID,NA,NA
192,38,Naive,NA,NA
192,38,Base,NA,NA
192,38,Plus,NA,NA
192,38,Window8,NA,NA
192,38,Window4,NA,NA
192,38,Window2,NA,NA
193,39,ODID,NA,NA
193,39,Naive,NA,NA
193,39,Base,NA,NA
193,39,Plus,NA,NA
193,39,Window8,NA,NA
193,39,Window4,NA,NA
193,39,Window2,362,0
194,40,ODID,NA,NA
194,40,Naive,NA,NA
194,40,Base,NA,NA
194,40,Plus,NA,NA
194,40,Window8,NA,NA
194,40,Window4,NA,NA
194,40,Window2,NA,NA
195,2,ODID,23,0
195,2,Naive,23,0
195,2,Base,23,0
195,2,Plus,23,0
195,2,Window8,23,0
195,2,Window4,23,0
195,2,Window2,23,0
196,3,ODID,20,0
196,3,Naive,20,0
196,3,Base,20,0
196,3,Plus,20,0
196,3,Window8,20,0
196,3,Window4,20,0
196,3,Window2,20,0
197,4,ODID,44,0
197,4,Naive,45,0
197,4,Base,44,0
197,4,Plus,44,0
197,4,Window8,45,0
197,4,Window4,45,0
197,4,Window2,45,0
198,5,ODID,42,0
198,5,Naive,42,0
198,5,Base,42,0
198,5,Plus,42,0
198,5,Window8,42,0
198,5,Window4,42,0
198,5,Window2,42,0
199,6,ODID,59,0
199,6,Naive,50,0
199,6,Base,50,0
199,6,Plus,50,0
199,6,Window8,53,1
199,6,Window4,61,0
199,6,Window2,54,0
200,7,ODID,57,0
200,7,Naive,53,0
200,7,Base,53,0
200,7,Plus,53,0
200,7,Window8,53,0
200,7,Window4,53,0
200,7,Window2,54,0
201,8,ODID,69,0
201,8,Naive,70,0
201,8,Base,68,0
201,8,Plus,68,0
201,8,Window8,70,0
201,8,Window4,70,0
201,8,Window2,70,0
202,9,ODID,78,0
202,9,Naive,NA,NA
202,9,Base,78,0
202,9,Plus,78,0
202,9,Window8,78,0
202,9,Window4,80,0
202,9,Window2,81,0
203,10,ODID,81,0
203,10,Naive,NA,NA
203,10,Base,81,0
203,10,Plus,81,0
203,10,Window8,81,0
203,10,Window4,82,0
203,10,Window2,82,0
204,11,ODID,NA,NA
204,11,Naive,NA,NA
204,11,Base,120,0
204,11,Plus,120,0
204,11,Window8,120,0
204,11,Window4,122,0
204,11,Window2,126,0
205,12,ODID,95,0
205,12,Naive,94,0
205,12,Base,94,0
205,12,Plus,94,0
205,12,Window8,94,0
205,12,Window4,94,0
205,12,Window2,94,0
206,13,ODID,108,0
206,13,Naive,107,0
206,13,Base,107,0
206,13,Plus,107,0
206,13,Window8,109,0
206,13,Window4,107,0
206,13,Window2,107,0
207,14,ODID,NA,NA
207,14,Naive,NA,NA
207,14,Base,138,0
207,14,Plus,138,0
207,14,Window8,137,0
207,14,Window4,139,0
207,14,Window2,145,0
208,15,ODID,NA,NA
208,15,Naive,NA,NA
208,15,Base,123,0
208,15,Plus,123,0
208,15,Window8,125,0
208,15,Window4,126,0
208,15,Window2,125,0
209,16,ODID,NA,NA
209,16,Naive,NA,NA
209,16,Base,154,0
209,16,Plus,154,0
209,16,Window8,156,0
209,16,Window4,166,0
209,16,Window2,175,0
210,17,ODID,NA,NA
210,17,Naive,NA,NA
210,17,Base,170,0
210,17,Plus,170,0
210,17,Window8,176,0
210,17,Window4,178,0
210,17,Window2,186,1
211,18,ODID,NA,NA
211,18,Naive,NA,NA
211,18,Base,168,0
211,18,Plus,168,0
211,18,Window8,178,0
211,18,Window4,180,0
211,18,Window2,176,0
212,19,ODID,205,0
212,19,Naive,NA,NA
212,19,Base,196,0
212,19,Plus,196,0
212,19,Window8,208,0
212,19,Window4,207,0
212,19,Window2,209,2
213,20,ODID,NA,NA
213,20,Naive,NA,NA
213,20,Base,223,0
213,20,Plus,NA,NA
213,20,Window8,236,0
213,20,Window4,228,0
213,20,Window2,228,0
214,21,ODID,NA,NA
214,21,Naive,NA,NA
214,21,Base,188,0
214,21,Plus,188,0
214,21,Window8,197,0
214,21,Window4,203,0
214,21,Window2,200,0
215,22,ODID,NA,NA
215,22,Naive,NA,NA
215,22,Base,205,0
215,22,Plus,205,0
215,22,Window8,211,0
215,22,Window4,210,0
215,22,Window2,211,0
216,23,ODID,NA,NA
216,23,Naive,NA,NA
216,23,Base,194,0
216,23,Plus,194,0
216,23,Window8,193,0
216,23,Window4,194,0
216,23,Window2,204,0
217,24,ODID,NA,NA
217,24,Naive,NA,NA
217,24,Base,190,0
217,24,Plus,190,0
217,24,Window8,206,1
217,24,Window4,205,0
217,24,Window2,207,0
218,25,ODID,NA,NA
218,25,Naive,NA,NA
218,25,Base,221,0
218,25,Plus,221,0
218,25,Window8,229,1
218,25,Window4,226,0
218,25,Window2,226,0
219,26,ODID,NA,NA
219,26,Naive,NA,NA
219,26,Base,NA,NA
219,26,Plus,NA,NA
219,26,Window8,199,0
219,26,Window4,199,0
219,26,Window2,204,0
220,27,ODID,NA,NA
220,27,Naive,NA,NA
220,27,Base,217,0
220,27,Plus,217,0
220,27,Window8,230,1
220,27,Window4,226,0
220,27,Window2,229,1
221,28,ODID,NA,NA
221,28,Naive,NA,NA
221,28,Base,NA,NA
221,28,Plus,NA,NA
221,28,Window8,285,0
221,28,Window4,304,1
221,28,Window2,304,1
222,29,ODID,NA,NA
222,29,Naive,NA,NA
222,29,Base,NA,NA
222,29,Plus,NA,NA
222,29,Window8,279,0
222,29,Window4,270,0
222,29,Window2,276,0
223,30,ODID,NA,NA
223,30,Naive,NA,NA
223,30,Base,237,0
223,30,Plus,238,0
223,30,Window8,258,0
223,30,Window4,261,0
223,30,Window2,277,0
224,31,ODID,NA,NA
224,31,Naive,NA,NA
224,31,Base,NA,NA
224,31,Plus,NA,NA
224,31,Window8,NA,NA
224,31,Window4,308,0
224,31,Window2,299,1
225,32,ODID,NA,NA
225,32,Naive,NA,NA
225,32,Base,NA,NA
225,32,Plus,NA,NA
225,32,Window8,292,0
225,32,Window4,315,0
225,32,Window2,311,0
226,33,ODID,NA,NA
226,33,Naive,NA,NA
226,33,Base,NA,NA
226,33,Plus,NA,NA
226,33,Window8,NA,NA
226,33,Window4,303,0
226,33,Window2,311,0
227,34,ODID,NA,NA
227,34,Naive,NA,NA
227,34,Base,NA,NA
227,34,Plus,NA,NA
227,34,Window8,NA,NA
227,34,Window4,339,0
227,34,Window2,335,0
228,35,ODID,NA,NA
228,35,Naive,NA,NA
228,35,Base,NA,NA
228,35,Plus,NA,NA
228,35,Window8,NA,NA
228,35,Window4,NA,NA
228,35,Window2,NA,NA
229,36,ODID,NA,NA
229,36,Naive,NA,NA
229,36,Base,NA,NA
229,36,Plus,NA,NA
229,36,Window8,NA,NA
229,36,Window4,NA,NA
229,36,Window2,NA,NA
230,37,ODID,NA,NA
230,37,Naive,NA,NA
230,37,Base,NA,NA
230,37,Plus,NA,NA
230,37,Window8,NA,NA
230,37,Window4,NA,NA
230,37,Window2,292,0
231,38,ODID,NA,NA
231,38,Naive,NA,NA
231,38,Base,NA,NA
231,38,Plus,NA,NA
231,38,Window8,NA,NA
231,38,Window4,NA,NA
231,38,Window2,NA,NA
232,39,ODID,NA,NA
232,39,Naive,NA,NA
232,39,Base,NA,NA
232,39,Plus,NA,NA
232,39,Window8,NA,NA
232,39,Window4,NA,NA
232,39,Window2,NA,NA
233,40,ODID,NA,NA
233,40,Naive,NA,NA
233,40,Base,NA,NA
233,40,Plus,NA,NA
233,40,Window8,NA,NA
233,40,Window4,NA,NA
233,40,Window2,NA,NA
234,2,ODID,17,0
234,2,Naive,17,0
234,2,Base,17,0
234,2,Plus,17,0
234,2,Window8,17,0
234,2,Window4,17,0
234,2,Window2,17,0
235,3,ODID,23,0
235,3,Naive,23,0
235,3,Base,23,0
235,3,Plus,23,0
235,3,Window8,23,0
235,3,Window4,23,0
235,3,Window2,23,0
236,4,ODID,40,0
236,4,Naive,40,0
236,4,Base,40,0
236,4,Plus,40,0
236,4,Window8,40,0
236,4,Window4,40,0
236,4,Window2,40,0
237,5,ODID,38,0
237,5,Naive,38,0
237,5,Base,38,0
237,5,Plus,38,0
237,5,Window8,43,0
237,5,Window4,42,0
237,5,Window2,42,0
238,6,ODID,60,0
238,6,Naive,55,0
238,6,Base,55,0
238,6,Plus,55,0
238,6,Window8,55,0
238,6,Window4,60,0
238,6,Window2,60,0
239,7,ODID,61,0
239,7,Naive,61,0
239,7,Base,61,0
239,7,Plus,61,0
239,7,Window8,67,0
239,7,Window4,67,0
239,7,Window2,61,0
240,8,ODID,69,0
240,8,Naive,67,0
240,8,Base,67,0
240,8,Plus,67,0
240,8,Window8,69,0
240,8,Window4,67,0
240,8,Window2,67,0
241,9,ODID,95,0
241,9,Naive,69,0
241,9,Base,69,0
241,9,Plus,69,0
241,9,Window8,80,0
241,9,Window4,69,0
241,9,Window2,69,0
242,10,ODID,NA,NA
242,10,Naive,75,0
242,10,Base,75,0
242,10,Plus,75,0
242,10,Window8,76,0
242,10,Window4,80,0
242,10,Window2,82,0
243,11,ODID,99,0
243,11,Naive,93,0
243,11,Base,93,0
243,11,Plus,93,0
243,11,Window8,97,0
243,11,Window4,98,0
243,11,Window2,97,0
244,12,ODID,124,0
244,12,Naive,123,0
244,12,Base,123,0
244,12,Plus,123,0
244,12,Window8,127,0
244,12,Window4,125,0
244,12,Window2,125,0
245,13,ODID,101,0
245,13,Naive,98,0
245,13,Base,98,0
245,13,Plus,98,0
245,13,Window8,98,0
245,13,Window4,99,0
245,13,Window2,100,0
246,14,ODID,NA,NA
246,14,Naive,NA,NA
246,14,Base,117,0
246,14,Plus,117,0
246,14,Window8,118,0
246,14,Window4,118,0
246,14,Window2,118,0
247,15,ODID,170,0
247,15,Naive,NA,NA
247,15,Base,154,0
247,15,Plus,154,0
247,15,Window8,154,0
247,15,Window4,154,0
247,15,Window2,155,0
248,16,ODID,135,0
248,16,Naive,120,0
248,16,Base,119,0
248,16,Plus,119,0
248,16,Window8,122,0
248,16,Window4,122,0
248,16,Window2,123,0
249,17,ODID,NA,NA
249,17,Naive,NA,NA
249,17,Base,147,0
249,17,Plus,147,0
249,17,Window8,157,0
249,17,Window4,157,0
249,17,Window2,167,0
250,18,ODID,NA,NA
250,18,Naive,NA,NA
250,18,Base,157,0
250,18,Plus,157,0
250,18,Window8,157,0
250,18,Window4,157,0
250,18,Window2,162,0
251,19,ODID,NA,NA
251,19,Naive,NA,NA
251,19,Base,NA,NA
251,19,Plus,NA,NA
251,19,Window8,183,0
251,19,Window4,183,0
251,19,Window2,192,3
252,20,ODID,NA,NA
252,20,Naive,NA,NA
252,20,Base,180,0
252,20,Plus,180,0
252,20,Window8,183,0
252,20,Window4,184,0
252,20,Window2,188,0
253,21,ODID,NA,NA
253,21,Naive,NA,NA
253,21,Base,201,0
253,21,Plus,201,0
253,21,Window8,205,0
253,21,Window4,209,0
253,21,Window2,216,2
254,22,ODID,NA,NA
254,22,Naive,NA,NA
254,22,Base,207,0
254,22,Plus,207,0
254,22,Window8,224,0
254,22,Window4,232,0
254,22,Window2,NA,NA
255,23,ODID,NA,NA
255,23,Naive,NA,NA
255,23,Base,204,0
255,23,Plus,204,0
255,23,Window8,213,0
255,23,Window4,218,0
255,23,Window2,213,0
256,24,ODID,NA,NA
256,24,Naive,NA,NA
256,24,Base,215,0
256,24,Plus,215,0
256,24,Window8,231,0
256,24,Window4,225,0
256,24,Window2,236,0
257,25,ODID,NA,NA
257,25,Naive,NA,NA
257,25,Base,NA,NA
257,25,Plus,NA,NA
257,25,Window8,245,0
257,25,Window4,221,0
257,25,Window2,231,0
258,26,ODID,NA,NA
258,26,Naive,NA,NA
258,26,Base,NA,NA
258,26,Plus,NA,NA
258,26,Window8,272,0
258,26,Window4,276,0
258,26,Window2,275,0
259,27,ODID,NA,NA
259,27,Naive,NA,NA
259,27,Base,NA,NA
259,27,Plus,NA,NA
259,27,Window8,257,0
259,27,Window4,255,0
259,27,Window2,266,1
260,28,ODID,NA,NA
260,28,Naive,NA,NA
260,28,Base,NA,NA
260,28,Plus,NA,NA
260,28,Window8,249,0
260,28,Window4,249,0
260,28,Window2,255,0
261,29,ODID,NA,NA
261,29,Naive,NA,NA
261,29,Base,NA,NA
261,29,Plus,NA,NA
261,29,Window8,288,0
261,29,Window4,287,1
261,29,Window2,295,0
262,30,ODID,NA,NA
262,30,Naive,NA,NA
262,30,Base,242,0
262,30,Plus,242,0
262,30,Window8,241,0
262,30,Window4,242,0
262,30,Window2,244,1
263,31,ODID,NA,NA
263,31,Naive,NA,NA
263,31,Base,NA,NA
263,31,Plus,NA,NA
263,31,Window8,NA,NA
263,31,Window4,304,0
263,31,Window2,NA,NA
264,32,ODID,NA,NA
264,32,Naive,NA,NA
264,32,Base,NA,NA
264,32,Plus,NA,NA
264,32,Window8,NA,NA
264,32,Window4,295,1
264,32,Window2,NA,NA
265,33,ODID,NA,NA
265,33,Naive,NA,NA
265,33,Base,NA,NA
265,33,Plus,NA,NA
265,33,Window8,NA,NA
265,33,Window4,325,0
265,33,Window2,329,0
266,34,ODID,NA,NA
266,34,Naive,NA,NA
266,34,Base,NA,NA
266,34,Plus,NA,NA
266,34,Window8,NA,NA
266,34,Window4,332,0
266,34,Window2,334,0
267,35,ODID,NA,NA
267,35,Naive,NA,NA
267,35,Base,NA,NA
267,35,Plus,NA,NA
267,35,Window8,NA,NA
267,35,Window4,NA,NA
267,35,Window2,NA,NA
268,36,ODID,NA,NA
268,36,Naive,NA,NA
268,36,Base,NA,NA
268,36,Plus,NA,NA
268,36,Window8,NA,NA
268,36,Window4,NA,NA
268,36,Window2,NA,NA
269,37,ODID,NA,NA
269,37,Naive,NA,NA
269,37,Base,NA,NA
269,37,Plus,NA,NA
269,37,Window8,NA,NA
269,37,Window4,NA,NA
269,37,Window2,NA,NA
270,38,ODID,NA,NA
270,38,Naive,NA,NA
270,38,Base,NA,NA
270,38,Plus,NA,NA
270,38,Window8,NA,NA
270,38,Window4,NA,NA
270,38,Window2,334,0
271,39,ODID,NA,NA
271,39,Naive,NA,NA
271,39,Base,NA,NA
271,39,Plus,NA,NA
271,39,Window8,NA,NA
271,39,Window4,NA,NA
271,39,Window2,NA,NA
272,40,ODID,NA,NA
272,40,Naive,NA,NA
272,40,Base,NA,NA
272,40,Plus,NA,NA
272,40,Window8,NA,NA
272,40,Window4,NA,NA
272,40,Window2,NA,NA
273,2,ODID,23,0
273,2,Naive,23,0
273,2,Base,23,0
273,2,Plus,23,0
273,2,Window8,23,0
273,2,Window4,23,0
273,2,Window2,23,0
274,3,ODID,26,0
274,3,Naive,26,0
274,3,Base,26,0
274,3,Plus,26,0
274,3,Window8,26,0
274,3,Window4,26,0
274,3,Window2,26,0
275,4,ODID,32,0
275,4,Naive,32,0
275,4,Base,32,0
275,4,Plus,32,0
275,4,Window8,32,0
275,4,Window4,32,0
275,4,Window2,32,0
276,5,ODID,57,0
276,5,Naive,57,0
276,5,Base,57,0
276,5,Plus,57,0
276,5,Window8,57,0
276,5,Window4,57,0
276,5,Window2,57,0
277,6,ODID,52,0
277,6,Naive,49,0
277,6,Base,49,0
277,6,Plus,49,0
277,6,Window8,49,0
277,6,Window4,48,0
277,6,Window2,49,0
278,7,ODID,55,0
278,7,Naive,55,0
278,7,Base,55,0
278,7,Plus,55,0
278,7,Window8,55,0
278,7,Window4,55,0
278,7,Window2,55,0
279,8,ODID,83,0
279,8,Naive,80,0
279,8,Base,79,0
279,8,Plus,79,0
279,8,Window8,80,0
279,8,Window4,80,0
279,8,Window2,80,0
280,9,ODID,NA,NA
280,9,Naive,NA,NA
280,9,Base,83,0
280,9,Plus,83,0
280,9,Window8,84,0
280,9,Window4,90,0
280,9,Window2,84,0
281,10,ODID,NA,NA
281,10,Naive,97,0
281,10,Base,97,0
281,10,Plus,97,0
281,10,Window8,97,0
281,10,Window4,98,0
281,10,Window2,99,0
282,11,ODID,99,0
282,11,Naive,96,0
282,11,Base,96,0
282,11,Plus,96,0
282,11,Window8,97,0
282,11,Window4,102,0
282,11,Window2,105,0
283,12,ODID,110,0
283,12,Naive,109,0
283,12,Base,108,0
283,12,Plus,108,0
283,12,Window8,109,0
283,12,Window4,108,0
283,12,Window2,108,0
284,13,ODID,NA,NA
284,13,Naive,NA,NA
284,13,Base,128,0
284,13,Plus,128,0
284,13,Window8,130,0
284,13,Window4,131,0
284,13,Window2,129,0
285,14,ODID,148,0
285,14,Naive,143,0
285,14,Base,140,0
285,14,Plus,140,0
285,14,Window8,141,0
285,14,Window4,141,0
285,14,Window2,140,0
286,15,ODID,137,0
286,15,Naive,131,0
286,15,Base,131,0
286,15,Plus,131,0
286,15,Window8,132,0
286,15,Window4,135,0
286,15,Window2,135,0
287,16,ODID,NA,NA
287,16,Naive,NA,NA
287,16,Base,154,0
287,16,Plus,154,0
287,16,Window8,157,0
287,16,Window4,175,0
287,16,Window2,175,0
288,17,ODID,NA,NA
288,17,Naive,NA,NA
288,17,Base,165,0
288,17,Plus,165,0
288,17,Window8,170,0
288,17,Window4,177,0
288,17,Window2,174,0
289,18,ODID,NA,NA
289,18,Naive,NA,NA
289,18,Base,146,0
289,18,Plus,146,0
289,18,Window8,151,0
289,18,Window4,146,0
289,18,Window2,157,0
290,19,ODID,NA,NA
290,19,Naive,NA,NA
290,19,Base,184,0
290,19,Plus,184,0
290,19,Window8,198,0
290,19,Window4,188,0
290,19,Window2,189,0
291,20,ODID,NA,NA
291,20,Naive,NA,NA
291,20,Base,NA,NA
291,20,Plus,NA,NA
291,20,Window8,202,0
291,20,Window4,201,0
291,20,Window2,NA,NA
292,21,ODID,NA,NA
292,21,Naive,NA,NA
292,21,Base,176,0
292,21,Plus,176,0
292,21,Window8,179,0
292,21,Window4,183,0
292,21,Window2,180,0
293,22,ODID,NA,NA
293,22,Naive,NA,NA
293,22,Base,NA,NA
293,22,Plus,NA,NA
293,22,Window8,NA,NA
293,22,Window4,NA,NA
293,22,Window2,NA,NA
294,23,ODID,NA,NA
294,23,Naive,NA,NA
294,23,Base,187,0
294,23,Plus,187,0
294,23,Window8,195,0
294,23,Window4,193,0
294,23,Window2,200,0
295,24,ODID,NA,NA
295,24,Naive,NA,NA
295,24,Base,237,0
295,24,Plus,237,0
295,24,Window8,258,0
295,24,Window4,247,0
295,24,Window2,257,0
296,25,ODID,NA,NA
296,25,Naive,190,0
296,25,Base,190,0
296,25,Plus,190,0
296,25,Window8,189,0
296,25,Window4,194,0
296,25,Window2,191,0
297,26,ODID,NA,NA
297,26,Naive,NA,NA
297,26,Base,NA,NA
297,26,Plus,NA,NA
297,26,Window8,270,0
297,26,Window4,267,1
297,26,Window2,264,0
298,27,ODID,NA,NA
298,27,Naive,NA,NA
298,27,Base,223,0
298,27,Plus,223,0
298,27,Window8,227,0
298,27,Window4,233,0
298,27,Window2,235,1
299,28,ODID,NA,NA
299,28,Naive,NA,NA
299,28,Base,NA,NA
299,28,Plus,NA,NA
299,28,Window8,NA,NA
299,28,Window4,284,0
299,28,Window2,294,2
300,29,ODID,NA,NA
300,29,Naive,NA,NA
300,29,Base,NA,NA
300,29,Plus,NA,NA
300,29,Window8,326,0
300,29,Window4,325,1
300,29,Window2,344,1
301,30,ODID,NA,NA
301,30,Naive,NA,NA
301,30,Base,NA,NA
301,30,Plus,NA,NA
301,30,Window8,281,0
301,30,Window4,292,0
301,30,Window2,288,0
302,31,ODID,NA,NA
302,31,Naive,NA,NA
302,31,Base,NA,NA
302,31,Plus,NA,NA
302,31,Window8,NA,NA
302,31,Window4,313,0
302,31,Window2,NA,NA
303,32,ODID,NA,NA
303,32,Naive,NA,NA
303,32,Base,NA,NA
303,32,Plus,NA,NA
303,32,Window8,272,0
303,32,Window4,299,1
303,32,Window2,308,1
304,33,ODID,NA,NA
304,33,Naive,NA,NA
304,33,Base,NA,NA
304,33,Plus,NA,NA
304,33,Window8,256,0
304,33,Window4,263,0
304,33,Window2,261,0
305,34,ODID,NA,NA
305,34,Naive,NA,NA
305,34,Base,NA,NA
305,34,Plus,NA,NA
305,34,Window8,NA,NA
305,34,Window4,NA,NA
305,34,Window2,NA,NA
306,35,ODID,NA,NA
306,35,Naive,NA,NA
306,35,Base,NA,NA
306,35,Plus,NA,NA
306,35,Window8,NA,NA
306,35,Window4,325,0
306,35,Window2,304,0
307,36,ODID,NA,NA
307,36,Naive,NA,NA
307,36,Base,NA,NA
307,36,Plus,NA,NA
307,36,Window8,NA,NA
307,36,Window4,NA,NA
307,36,Window2,NA,NA
308,37,ODID,NA,NA
308,37,Naive,NA,NA
308,37,Base,NA,NA
308,37,Plus,NA,NA
308,37,Window8,NA,NA
308,37,Window4,NA,NA
308,37,Window2,NA,NA
309,38,ODID,NA,NA
309,38,Naive,NA,NA
309,38,Base,NA,NA
309,38,Plus,NA,NA
309,38,Window8,NA,NA
309,38,Window4,NA,NA
309,38,Window2,NA,NA
310,39,ODID,NA,NA
310,39,Naive,NA,NA
310,39,Base,NA,NA
310,39,Plus,NA,NA
310,39,Window8,NA,NA
310,39,Window4,NA,NA
310,39,Window2,NA,NA
311,40,ODID,NA,NA
311,40,Naive,NA,NA
311,40,Base,NA,NA
311,40,Plus,NA,NA
311,40,Window8,NA,NA
311,40,Window4,NA,NA
311,40,Window2,NA,NA
312,2,ODID,9,0
312,2,Naive,9,0
312,2,Base,9,0
312,2,Plus,9,0
312,2,Window8,9,0
312,2,Window4,9,0
312,2,Window2,9,0
313,3,ODID,13,0
313,3,Naive,13,0
313,3,Base,13,0
313,3,Plus,13,0
313,3,Window8,13,0
313,3,Window4,13,0
313,3,Window2,13,0
314,4,ODID,47,0
314,4,Naive,47,0
314,4,Base,47,0
314,4,Plus,47,0
314,4,Window8,47,0
314,4,Window4,47,0
314,4,Window2,47,0
315,5,ODID,34,0
315,5,Naive,34,0
315,5,Base,34,0
315,5,Plus,34,0
315,5,Window8,34,0
315,5,Window4,34,0
315,5,Window2,34,0
316,6,ODID,59,0
316,6,Naive,59,0
316,6,Base,59,0
