temp,Version 1b_score,Version 1b_len,Version 1b_conflicts,Version 1b_partial
38,1.2904761904761906,13.135969631771601,1.0818632086472437,18.355247547577754
37,1.2904761904761906,13.135969631771601,1.0818632086472437,18.355247547577754
36,1.5110132158590308,12.888045420345382,2.0514576834042355,18.59669881266773
35,1.3130841121495327,12.546427293242715,2.308523457473535,19.16435960485541
34,1.3502304147465438,12.800757656192532,1.7940104644501025,17.226833314033534
33,1.4136363636363636,11.725148172640857,2.171843135395473,17.944573875847972
32,1.3953488372093024,10.052544986963087,2.468717858819499,16.762403833678786
31,1.334862385321101,10.859099218299296,3.6339917738341434,16.624005082093777
30,1.345132743362832,11.087177660450894,1.1427544225979362,16.174709614680367
29,1.278301886792453,11.247105921185996,1.4401720198547285,17.39534291117365
28,1.3227272727272728,11.074231575134391,2.5203060969910105,17.248451121450714
27,1.1298076923076923,9.917126848938977,2.4908449571969755,16.06064350294624
26,1.5231481481481481,9.738508885835298,2.8999289170665206,15.885645767713104
25,1.587719298245614,7.921945489305261,2.6862956719102025,15.226396919904213
24,1.587719298245614,7.921945489305261,2.6862956719102025,15.226396919904213
23,1.587719298245614,7.921945489305261,2.6862956719102025,15.226396919904213
22,1.587719298245614,7.921945489305261,2.6862956719102025,15.226396919904213
21,1.587719298245614,7.921945489305261,2.6862956719102025,15.226396919904213
20,1.587719298245614,7.921945489305261,2.6862956719102025,15.226396919904213
19,1.716,8.191393267433902,2.3430929849686706,15.323103066463455
18,1.716,8.191393267433902,2.3430929849686706,15.323103066463455
17,1.716,8.191393267433902,2.3430929849686706,15.323103066463455
16,1.716,8.191393267433902,2.3430929849686706,15.323103066463455
15,1.716,8.191393267433902,2.3430929849686706,15.323103066463455
14,1.82,9.281897584990322,2.144045555187919,15.27830006596486
13,1.82,9.281897584990322,2.144045555187919,15.27830006596486
12,1.82,9.281897584990322,2.144045555187919,15.27830006596486
11,1.82,9.281897584990322,2.144045555187919,15.27830006596486
10,1.82,9.281897584990322,2.144045555187919,15.27830006596486
9,1.82,9.281897584990322,2.144045555187919,15.27830006596486
8,1.82,9.281897584990322,2.144045555187919,15.27830006596486
7,1.82,9.281897584990322,2.144045555187919,15.27830006596486
6,1.82,9.281897584990322,2.144045555187919,15.27830006596486
5,1.8153846153846154,9.58773095907939,1.440259326992697,13.915677890771148
4,1.8153846153846154,9.58773095907939,1.440259326992697,13.915677890771148
3,1.7269076305220883,9.087389705958897,2.610796289655196,13.137586204643373
2,1.7269076305220883,9.087389705958897,2.610796289655196,13.137586204643373
1,1.7269076305220883,9.087389705958897,2.610796289655196,13.137586204643373
